placeDcid,placeName,Date:Count_Person_WhiteAlone,Value:Count_Person_WhiteAlone,Source:Count_Person_WhiteAlone
geoId/46003,Aurora County,2022,2415,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46005,Beadle County,2022,14228,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46007,Bennett County,2022,1373,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46009,Bon Homme County,2022,6100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46011,Brookings County,2022,31148,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46013,Brown County,2022,33055,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46015,Brule County,2022,4330,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46017,Buffalo County,2022,352,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46019,Butte County,2022,9297,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46021,Campbell County,2022,1493,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46023,Charles Mix County,2022,5829,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46025,Clark County,2022,3559,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46027,Clay County,2022,12973,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46029,Codington County,2022,26246,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46031,Corson County,2022,1101,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46033,Custer County,2022,7729,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46035,Davison County,2022,18189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46037,Day County,2022,4733,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46039,Deuel County,2022,4062,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46041,Dewey County,2022,985,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46043,Douglas County,2022,2653,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46045,Edmunds County,2022,3827,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46047,Fall River County,2022,6038,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46049,Faulk County,2022,2087,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46051,Grant County,2022,7025,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46053,Gregory County,2022,3523,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46055,Haakon County,2022,1587,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46057,Hamlin County,2022,5802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46059,Hand County,2022,2897,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46061,Hanson County,2022,3215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46063,Harding County,2022,1010,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46065,Hughes County,2022,14612,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46067,Hutchinson County,2022,6840,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46069,Hyde County,2022,1195,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46071,Jackson County,2022,928,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46073,Jerauld County,2022,1667,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46075,Jones County,2022,787,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46077,Kingsbury County,2022,4936,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46079,Lake County,2022,10487,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46081,Lawrence County,2022,23831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46083,Lincoln County,2022,60029,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46085,Lyman County,2022,2005,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46087,McCook County,2022,5443,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46089,McPherson County,2022,2155,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46091,Marshall County,2022,3715,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46093,Meade County,2022,26457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46095,Mellette County,2022,640,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46097,Miner County,2022,2214,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46099,Minnehaha County,2022,162678,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46101,Moody County,2022,4860,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46102,Oglala Lakota County,2022,630,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46103,Pennington County,2022,88983,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46105,Perkins County,2022,2845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46107,Potter County,2022,2377,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46109,Roberts County,2022,5683,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46111,Sanborn County,2022,2240,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46115,Spink County,2022,6046,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46117,Stanley County,2022,2769,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46119,Sully County,2022,1214,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46121,Todd County,2022,784,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46123,Tripp County,2022,4480,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46125,Turner County,2022,8268,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46127,Union County,2022,15201,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46129,Walworth County,2022,4258,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46135,Yankton County,2022,20891,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/46137,Ziebach County,2022,615,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47001,Anderson County,2022,68460,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47003,Bedford County,2022,41327,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47005,Benton County,2022,14836,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47007,Bledsoe County,2022,13226,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47009,Blount County,2022,124296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47011,Bradley County,2022,94075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47013,Campbell County,2022,37935,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47015,Cannon County,2022,13670,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47017,Carroll County,2022,24378,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47019,Carter County,2022,53105,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47021,Cheatham County,2022,37902,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47023,Chester County,2022,14988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47025,Claiborne County,2022,30497,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47027,Clay County,2022,7154,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47029,Cocke County,2022,34045,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47031,Coffee County,2022,51466,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47033,Crockett County,2022,10419,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47035,Cumberland County,2022,58492,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47037,Davidson County,2022,423888,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47039,Decatur County,2022,10560,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47041,DeKalb County,2022,18366,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47043,Dickson County,2022,49230,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47045,Dyer County,2022,29118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47047,Fayette County,2022,28419,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47049,Fentress County,2022,17874,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47051,Franklin County,2022,38296,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47053,Gibson County,2022,38755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47055,Giles County,2022,25589,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47057,Grainger County,2022,22665,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47059,Greene County,2022,65527,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47061,Grundy County,2022,12920,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47063,Hamblen County,2022,55250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47065,Hamilton County,2022,266269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47067,Hancock County,2022,6507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47069,Hardeman County,2022,13918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47071,Hardin County,2022,25027,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47073,Hawkins County,2022,54099,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47075,Haywood County,2022,7883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47077,Henderson County,2022,24584,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47079,Henry County,2022,28304,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47081,Hickman County,2022,22741,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47083,Houston County,2022,7728,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47085,Humphreys County,2022,17358,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47087,Jackson County,2022,10982,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47089,Jefferson County,2022,51100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47091,Johnson County,2022,16459,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47093,Knox County,2022,399172,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47095,Lake County,2022,4561,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47097,Lauderdale County,2022,15132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47099,Lawrence County,2022,41505,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47101,Lewis County,2022,11816,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47103,Lincoln County,2022,30655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47105,Loudon County,2022,49891,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47107,McMinn County,2022,48210,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47109,McNairy County,2022,23515,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47111,Macon County,2022,23262,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47113,Madison County,2022,55026,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47115,Marion County,2022,26560,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47117,Marshall County,2022,30960,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47119,Maury County,2022,82838,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47121,Meigs County,2022,11708,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47123,Monroe County,2022,41740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47125,Montgomery County,2022,145652,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47127,Moore County,2022,6065,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47129,Morgan County,2022,19222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47131,Obion County,2022,25083,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47133,Overton County,2022,21731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47135,Perry County,2022,7700,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47137,Pickett County,2022,4832,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47139,Polk County,2022,16164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47141,Putnam County,2022,71995,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47143,Rhea County,2022,29883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47145,Roane County,2022,49424,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47147,Robertson County,2022,61202,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47149,Rutherford County,2022,244580,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47151,Scott County,2022,21243,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47153,Sequatchie County,2022,15155,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47155,Sevier County,2022,89260,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47157,Shelby County,2022,339650,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47159,Smith County,2022,18259,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47161,Stewart County,2022,12689,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47163,Sullivan County,2022,147979,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47165,Sumner County,2022,162426,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47167,Tipton County,2022,46532,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47169,Trousdale County,2022,9524,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47171,Unicoi County,2022,16788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47173,Union County,2022,18994,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47175,Van Buren County,2022,5882,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47177,Warren County,2022,35577,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47179,Washington County,2022,118530,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47181,Wayne County,2022,14645,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47183,Weakley County,2022,28807,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47185,White County,2022,25788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47187,Williamson County,2022,210242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/47189,Wilson County,2022,124995,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48001,Anderson County,2022,36996,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48003,Andrews County,2022,12484,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48005,Angelina County,2022,61095,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48007,Aransas County,2022,19514,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48009,Archer County,2022,7956,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48011,Armstrong County,2022,1745,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48013,Atascosa County,2022,31643,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48015,Austin County,2022,22162,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48017,Bailey County,2022,5499,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48019,Bandera County,2022,16997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48021,Bastrop County,2022,59508,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48023,Baylor County,2022,3071,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48025,Bee County,2022,20148,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48027,Bell County,2022,203119,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48029,Bexar County,2022,1150364,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48031,Blanco County,2022,9384,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48033,Borden County,2022,601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48035,Bosque County,2022,15198,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48037,Bowie County,2022,61938,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48039,Brazoria County,2022,218834,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48041,Brazos County,2022,164847,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48043,Brewster County,2022,7494,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48045,Briscoe County,2022,1043,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48047,Brooks County,2022,4281,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48049,Brown County,2022,31039,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48051,Burleson County,2022,13264,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48053,Burnet County,2022,40856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48055,Caldwell County,2022,30055,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48057,Calhoun County,2022,14063,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48059,Callahan County,2022,12261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48061,Cameron County,2022,264726,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48063,Camp County,2022,8194,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48065,Carson County,2022,5284,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48067,Cass County,2022,22273,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48069,Castro County,2022,4899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48071,Chambers County,2022,35262,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48073,Cherokee County,2022,35699,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48075,Childress County,2022,4793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48077,Clay County,2022,9461,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48079,Cochran County,2022,1462,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48081,Coke County,2022,2853,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48083,Coleman County,2022,6306,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48085,Collin County,2022,646170,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48087,Collingsworth County,2022,1999,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48089,Colorado County,2022,13966,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48091,Comal County,2022,131280,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48093,Comanche County,2022,10200,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48095,Concho County,2022,2451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48097,Cooke County,2022,34831,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48099,Coryell County,2022,53170,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48101,Cottle County,2022,1227,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48103,Crane County,2022,1871,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48105,Crockett County,2022,1247,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48107,Crosby County,2022,3790,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48109,Culberson County,2022,986,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48111,Dallam County,2022,5235,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48113,Dallas County,2022,1208531,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48115,Dawson County,2022,7452,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48117,Deaf Smith County,2022,11550,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48119,Delta County,2022,4370,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48121,Denton County,2022,591538,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48123,DeWitt County,2022,12035,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48125,Dickens County,2022,1275,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48127,Dimmit County,2022,3878,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48129,Donley County,2022,2765,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48131,Duval County,2022,7444,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48133,Eastland County,2022,15351,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48135,Ector County,2022,97752,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48137,Edwards County,2022,1226,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48139,Ellis County,2022,135604,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48141,El Paso County,2022,428762,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48143,Erath County,2022,35153,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48145,Falls County,2022,9702,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48147,Fannin County,2022,30856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48149,Fayette County,2022,20364,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48151,Fisher County,2022,2718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48153,Floyd County,2022,4233,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48155,Foard County,2022,793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48157,Fort Bend County,2022,340686,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48159,Franklin County,2022,8248,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48161,Freestone County,2022,13839,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48163,Frio County,2022,11674,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48165,Gaines County,2022,17011,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48167,Galveston County,2022,238656,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48169,Garza County,2022,4026,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48171,Gillespie County,2022,23047,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48173,Glasscock County,2022,733,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48175,Goliad County,2022,5546,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48177,Gonzales County,2022,13835,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48179,Gray County,2022,16510,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48181,Grayson County,2022,111394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48183,Gregg County,2022,79841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48185,Grimes County,2022,20378,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48187,Guadalupe County,2022,114005,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48189,Hale County,2022,22133,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48191,Hall County,2022,1948,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48193,Hamilton County,2022,7232,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48195,Hansford County,2022,4131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48197,Hardeman County,2022,2852,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48199,Hardin County,2022,49234,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48201,Harris County,2022,2175176,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48203,Harrison County,2022,46326,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48205,Hartley County,2022,4021,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48207,Haskell County,2022,4345,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48209,Hays County,2022,173667,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48211,Hemphill County,2022,2648,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48213,Henderson County,2022,68511,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48215,Hidalgo County,2022,445353,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48217,Hill County,2022,28841,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48219,Hockley County,2022,15029,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48221,Hood County,2022,55583,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48223,Hopkins County,2022,30096,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48225,Houston County,2022,14500,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48227,Howard County,2022,25493,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48229,Hudspeth County,2022,1235,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48231,Hunt County,2022,77750,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48233,Hutchinson County,2022,16033,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/48235,Irion County,2022,1143,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
