placeDcid,placeName,Date:Count_Household_FamilyHousehold,Value:Count_Household_FamilyHousehold,Source:Count_Household_FamilyHousehold
geoId/08057,Jackson County,2022,395,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08059,Jefferson County,2022,151216,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08061,Kiowa County,2022,338,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08063,Kit Carson County,2022,1931,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08065,Lake County,2022,1412,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08067,La Plata County,2022,14003,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08069,Larimer County,2022,90342,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08071,Las Animas County,2022,3806,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08073,Lincoln County,2022,1118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08075,Logan County,2022,4833,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08077,Mesa County,2022,39871,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08079,Mineral County,2022,255,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08081,Moffat County,2022,3434,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08083,Montezuma County,2022,7048,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08085,Montrose County,2022,11806,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08087,Morgan County,2022,7470,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08089,Otero County,2022,4719,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08091,Ouray County,2022,1464,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08093,Park County,2022,5409,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08095,Phillips County,2022,1179,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08097,Pitkin County,2022,4136,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08099,Prowers County,2022,2997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08101,Pueblo County,2022,41479,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08103,Rio Blanco County,2022,1679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08105,Rio Grande County,2022,3115,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08107,Routt County,2022,6690,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08109,Saguache County,2022,1937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08111,San Juan County,2022,205,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08113,San Miguel County,2022,1969,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08115,Sedgwick County,2022,585,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08117,Summit County,2022,6737,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08119,Teller County,2022,7064,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08121,Washington County,2022,1341,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08123,Weld County,2022,84309,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/08125,Yuma County,2022,2810,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09110,Capitol Planning Region,2022,246523,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09120,Greater Bridgeport Planning Region,2022,78225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09130,Lower Connecticut River Valley Planning Region,2022,46065,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09140,Naugatuck Valley Planning Region,2022,115308,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09150,Northeastern Connecticut Planning Region,2022,26047,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09160,Northwest Hills Planning Region,2022,29735,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09170,South Central Connecticut Planning Region,2022,139064,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09180,Southeastern Connecticut Planning Region,2022,70823,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/09190,Western Connecticut Planning Region,2022,160078,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/10001,Kent County,2022,46594,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/10003,New Castle County,2022,137987,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/10005,Sussex County,2022,67924,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/11001,District of Columbia,2022,130453,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12001,Alachua County,2022,55213,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12003,Baker County,2022,6642,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12005,Bay County,2022,48754,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12007,Bradford County,2022,6045,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12009,Brevard County,2022,155729,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12011,Broward County,2022,473124,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12013,Calhoun County,2022,2761,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12015,Charlotte County,2022,55218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12017,Citrus County,2022,42889,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12019,Clay County,2022,60623,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12021,Collier County,2022,105416,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12023,Columbia County,2022,16728,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12027,DeSoto County,2022,8313,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12029,Dixie County,2022,4250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12031,Duval County,2022,240135,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12033,Escambia County,2022,77660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12035,Flagler County,2022,34390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12037,Franklin County,2022,2963,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12039,Gadsden County,2022,10276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12041,Gilchrist County,2022,4950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12043,Glades County,2022,3217,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12045,Gulf County,2022,3717,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12047,Hamilton County,2022,3088,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12049,Hardee County,2022,6031,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12051,Hendry County,2022,9937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12053,Hernando County,2022,53502,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12055,Highlands County,2022,28639,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12057,Hillsborough County,2022,352794,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12059,Holmes County,2022,4636,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12061,Indian River County,2022,41027,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12063,Jackson County,2022,10837,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12065,Jefferson County,2022,3739,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12067,Lafayette County,2022,1791,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12069,Lake County,2022,106147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12071,Lee County,2022,202830,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12073,Leon County,2022,62807,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12075,Levy County,2022,11573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12077,Liberty County,2022,1655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12079,Madison County,2022,3984,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12081,Manatee County,2022,107133,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12083,Marion County,2022,101086,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12085,Martin County,2022,41776,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12086,Miami-Dade County,2022,650892,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12087,Monroe County,2022,20593,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12089,Nassau County,2022,26434,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12091,Okaloosa County,2022,54643,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12093,Okeechobee County,2022,9904,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12095,Orange County,2022,326446,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12097,Osceola County,2022,86960,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12099,Palm Beach County,2022,368569,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12101,Pasco County,2022,146049,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12103,Pinellas County,2022,233391,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12105,Polk County,2022,181451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12107,Putnam County,2022,17758,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12109,St. Johns County,2022,75793,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12111,St. Lucie County,2022,87040,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12113,Santa Rosa County,2022,50623,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12115,Sarasota County,2022,124636,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12117,Seminole County,2022,122349,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12119,Sumter County,2022,41647,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12121,Suwannee County,2022,10856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12123,Taylor County,2022,4920,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12125,Union County,2022,2959,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12127,Volusia County,2022,144016,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12129,Wakulla County,2022,8154,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12131,Walton County,2022,21802,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/12133,Washington County,2022,6242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13001,Appling County,2022,5132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13003,Atkinson County,2022,2264,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13005,Bacon County,2022,2573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13007,Baker County,2022,739,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13009,Baldwin County,2022,9569,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13011,Banks County,2022,4996,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13013,Barrow County,2022,21819,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13015,Bartow County,2022,28456,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13017,Ben Hill County,2022,4586,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13019,Berrien County,2022,4711,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13021,Bibb County,2022,35720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13023,Bleckley County,2022,3101,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13025,Brantley County,2022,3938,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13027,Brooks County,2022,3597,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13029,Bryan County,2022,12010,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13031,Bulloch County,2022,17071,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13033,Burke County,2022,5721,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13035,Butts County,2022,6627,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13037,Calhoun County,2022,1040,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13039,Camden County,2022,14334,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13043,Candler County,2022,2638,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13045,Carroll County,2022,30719,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13047,Catoosa County,2022,18501,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13049,Charlton County,2022,2642,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13051,Chatham County,2022,70858,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13053,Chattahoochee County,2022,1669,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13055,Chattooga County,2022,5941,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13057,Cherokee County,2022,73261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13059,Clarke County,2022,24955,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13061,Clay County,2022,655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13063,Clayton County,2022,69671,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13065,Clinch County,2022,1715,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/13067,Cobb County,2022,194504,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
